ISO 3166-1 numeric code,Location,Year,Sex,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+
116,         Cambodia,2013,Female,854.965,768.707,743.509,797.634,729.949,756.509,691.326,324.897,442.3,394.408,345.888,278.461,217.763,143.597,100.471,62.006,31.694,10.562,2.676,0.414,0.021
116,         Cambodia,2013,Male,901.655,794.554,760.242,842.582,753.467,720.802,654.16,294.162,405.476,349.887,273.264,181.265,154.228,99.649,68.577,42.771,20.254,6.373,1.371,0.186,0.005
116,         Cambodia,2016,Both,   1 761.246,   1 688.434,   1 498.274,   1 535.051,   1 651.104,   1 276.083,   1 699.030,794.228,775.28,774.103,704.751,514.431,419.083,285.835,186.431,114.391,58.677,20.652,4.67,0.584,0.032
116,         Cambodia,2016,Female,866.505,821.447,742.003,755.738,803.244,646.053,872.245,415.944,405.509,409.375,377.176,304.872,250.823,169.516,112.048,68.311,35.698,12.913,3.077,0.408,0.024
116,         Cambodia,2016,Male,894.767,867.019,756.287,779.333,847.89,630.036,826.783,378.278,369.764,364.718,327.564,209.53,168.235,116.305,74.37,46.073,22.974,7.739,1.593,0.176,0.008
116,         Cambodia,2019,Both,   1 783.028,   1 740.368,   1 604.871,   1 460.332,   1 562.608,   1 537.565,   1 303.608,   1 535.904,566.906,826.221,722.823,626.667,433.909,347.946,207.565,126.169,64.362,24.966,5.826,0.962,0.04
116,         Cambodia,2019,Female,873.508,851.646,785.319,727.215,768.127,757.275,673.746,793.716,302.64,434.171,386.404,345.873,267.398,208.394,125.168,77.054,39.003,15.747,3.776,0.663,0.029
116,         Cambodia,2019,Male,909.521,888.723,819.553,733.12,794.483,780.29,629.861,742.188,264.263,392.049,336.419,280.797,166.511,139.553,82.397,49.116,25.359,9.218,2.05,0.299,0.012
360,         Indonesia,1950,Both,   9 960.841,   8 844.570,   8 435.468,   7 504.295,   6 433.399,   5 181.251,   4 418.315,   4 083.694,   3 511.965,   2 774.282,   2 170.898,   1 893.903,   1 576.435,   1 214.106,829.046,469.955,0,0,0,0,0
360,         Indonesia,1950,Female,   5 100.642,   4 563.888,   4 307.002,   3 797.352,   3 189.685,   2 522.996,   2 167.057,   1 994.281,   1 727.174,   1 393.437,   1 086.103,966.317,795.037,628.823,427.553,249.971,0,0,0,0,0
360,         Indonesia,1950,Male,   4 860.200,   4 280.682,   4 128.467,   3 706.946,   3 243.714,   2 658.256,   2 251.256,   2 089.413,   1 784.790,   1 380.846,   1 084.796,927.585,781.399,585.285,401.494,219.983,0,0,0,0,0
360,         Indonesia,1953,Both,   10 999.040,   8 976.593,   8 606.076,   8 016.541,   6 958.593,   5 781.987,   4 684.027,   4 152.897,   3 779.165,   3 113.114,   2 389.093,   1 909.086,   1 615.539,   1 243.986,855.995,494.875,0,0,0,0,0
360,         Indonesia,1953,Female,   5 490.160,   4 623.886,   4 424.233,   4 078.219,   3 499.038,   2 844.411,   2 284.883,   2 039.440,   1 853.668,   1 551.992,   1 208.953,970.301,831.749,640.89,451.752,261.708,0,0,0,0,0
360,         Indonesia,1953,Male,   5 508.851,   4 352.763,   4 181.894,   3 938.343,   3 459.552,   2 937.538,   2 399.102,   2 113.426,   1 925.469,   1 561.114,   1 180.142,938.789,783.799,603.104,404.255,233.175,0,0,0,0,0
360,         Indonesia,1956,Both,   12 678.969,   9 334.014,   8 667.499,   8 393.375,   7 499.663,   6 414.860,   5 168.358,   4 309.369,   3 940.804,   3 430.355,   2 700.484,   2 031.947,   1 656.805,   1 289.531,892.505,516.179,0,0,0,0,0
360,         Indonesia,1956,Female,   6 244.189,   4 748.594,   4 470.853,   4 290.933,   3 806.011,   3 199.628,   2 525.348,   2 116.153,   1 936.360,   1 698.034,   1 369.390,   1 033.688,861.259,669.299,475.222,277.399,0,0,0,0,0
360,         Indonesia,1956,Male,   6 434.686,   4 585.455,   4 196.716,   4 102.485,   3 693.671,   3 215.211,   2 642.959,   2 193.181,   2 004.412,   1 732.303,   1 331.101,998.266,795.563,620.247,417.299,238.791,0,0,0,0,0
360,         Indonesia,1959,Both,   14 369.316,   10 668.458,   8 771.267,   8 541.205,   8 011.313,   6 940.233,   5 811.479,   4 644.511,   4 006.791,   3 656.592,   3 020.052,   2 268.650,   1 686.152,   1 331.673,924.239,541.568,0,0,0,0,0
360,         Indonesia,1959,Female,   7 088.783,   5 303.612,   4 502.047,   4 393.386,   4 079.041,   3 505.190,   2 873.674,   2 266.209,   1 978.192,   1 806.977,   1 516.572,   1 167.503,870.684,705.645,489.118,297.484,0,0,0,0,0
360,         Indonesia,1959,Male,   7 280.556,   5 364.857,   4 269.203,   4 147.803,   3 932.263,   3 435.041,   2 937.815,   2 378.314,   2 028.607,   1 849.622,   1 503.480,   1 101.142,815.464,626.024,435.116,244.082,0,0,0,0,0
360,         Indonesia,1962,Both,   15 978.289,   12 355.188,   9 540.962,   8 543.756,   8 277.981,   7 463.923,   6 378.911,   5 169.971,   4 203.920,   3 750.639,   3 276.563,   2 548.377,   1 826.813,   1 349.928,960.307,570.71,0,0,0,0,0
360,         Indonesia,1962,Female,   7 904.555,   6 074.235,   4 804.054,   4 400.048,   4 240.235,   3 794.603,   3 197.627,   2 538.358,   2 067.675,   1 859.944,   1 637.342,   1 306.116,949.921,715.381,515.752,312.064,0,0,0,0,0
360,         Indonesia,1962,Male,   8 073.818,   6 281.044,   4 736.901,   4 143.638,   4 037.694,   3 669.293,   3 181.290,   2 631.653,   2 136.276,   1 890.713,   1 639.228,   1 242.243,876.869,634.522,444.531,258.63,0,0,0,0,0
360,         Indonesia,1965,Both,   17 153.648,   14 129.411,   11 013.349,   8 832.785,   8 386.152,   7 913.132,   6 896.991,   5 802.336,   4 598.070,   3 851.172,   3 464.188,   2 841.200,   2 066.817,   1 412.605,996.87,590.651,0,0,0,0,0
360,         Indonesia,1965,Female,   8 452.583,   6 968.896,   5 439.092,   4 508.963,   4 320.124,   4 041.301,   3 498.144,   2 887.858,   2 254.903,   1 915.634,   1 731.535,   1 444.007,   1 083.165,746.635,544.357,324.52,0,0,0,0,0
360,         Indonesia,1965,Male,   8 701.065,   7 160.513,   5 574.259,   4 323.821,   4 066.027,   3 871.832,   3 398.845,   2 914.478,   2 343.168,   1 935.536,   1 732.654,   1 397.192,983.652,665.971,452.514,266.13,0,0,0,0,0
360,         Indonesia,1968,Both,   18 409.033,   15 677.648,   12 784.217,   9 875.563,   8 406.075,   8 126.509,   7 422.363,   6 331.005,   5 168.866,   4 098.967,   3 524.899,   3 055.139,   2 320.724,   1 563.220,   1 012.494,628.899,0,0,0,0,0
360,         Indonesia,1968,Female,   9 073.522,   7 734.296,   6 297.374,   4 928.899,   4 326.915,   4 178.341,   3 783.162,   3 194.974,   2 559.902,   2 026.050,   1 770.135,   1 547.351,   1 206.277,834.704,548.799,351.281,0,0,0,0,0
360,         Indonesia,1968,Male,   9 335.478,   7 943.326,   6 486.820,   4 946.658,   4 079.180,   3 948.186,   3 639.213,   3 136.034,   2 608.956,   2 072.909,   1 754.765,   1 507.792,   1 114.455,728.527,463.704,277.626,0,0,0,0,0
360,         Indonesia,1971,Both,   19 693.314,   16 865.732,   14 473.353,   11 450.756,   8 934.149,   8 199.983,   7 792.673,   6 849.188,   5 759.569,   4 539.150,   3 666.901,   3 188.601,   2 560.315,   1 774.324,   1 092.757,649.089,0,0,0,0,0
360,         Indonesia,1971,Female,   9 721.409,   8 318.331,   7 137.457,   5 638.622,   4 532.034,   4 229.606,   3 991.143,   3 487.096,   2 889.752,   2 244.998,   1 838.554,   1 616.285,   1 321.497,947.915,593.912,364.751,0,0,0,0,0
360,         Indonesia,1971,Male,   9 971.909,   8 547.405,   7 335.899,   5 812.134,   4 402.114,   3 970.373,   3 801.528,   3 362.090,   2 869.815,   2 294.154,   1 828.346,   1 572.314,   1 238.816,826.406,498.845,284.337,0,0,0,0,0
360,         Indonesia,1974,Both,   20 520.347,   18 213.781,   15 821.909,   13 280.731,   10 210.243,   8 322.476,   7 972.255,   7 362.655,   6 272.313,   5 136.438,   3 972.180,   3 258.719,   2 747.321,   2 002.079,   1 234.815,671.692,0,0,0,0,0
360,         Indonesia,1974,Female,   10 123.734,   8 996.892,   7 800.279,   6 544.557,   5 063.119,   4 274.610,   4 109.800,   3 761.864,   3 186.328,   2 568.952,   1 977.321,   1 657.876,   1 414.406,   1 059.747,678.376,375.134,0,0,0,0,0
360,         Indonesia,1974,Male,   10 396.607,   9 216.883,   8 021.626,   6 736.170,   5 147.123,   4 047.873,   3 862.458,   3 600.795,   3 085.988,   2 567.486,   1 994.860,   1 600.843,   1 332.917,942.335,556.442,296.559,0,0,0,0,0
360,         Indonesia,1977,Both,   21 293.354,   19 347.667,   17 134.590,   14 808.689,   11 881.623,   9 114.737,   8 024.495,   7 660.083,   6 795.334,   5 677.113,   4 452.886,   3 443.382,   2 836.069,   2 192.794,   1 409.980,752.292,0,0,0,0,0
360,         Indonesia,1977,Female,   10 488.897,   9 562.827,   8 457.850,   7 301.891,   5 851.249,   4 591.524,   4 142.606,   3 937.949,   3 474.153,   2 876.035,   2 227.452,   1 742.305,   1 463.890,   1 154.550,769.977,423.642,0,0,0,0,0
360,         Indonesia,1977,Male,   10 804.457,   9 784.840,   8 676.741,   7 506.798,   6 030.377,   4 523.213,   3 881.888,   3 722.135,   3 321.184,   2 801.078,   2 225.433,   1 701.078,   1 372.179,   1 038.245,640.001,328.65,0,0,0,0,0
360,         Indonesia,1980,Both,   21 963.800,   20 214.290,   18 409.331,   16 113.685,   13 640.984,   10 532.701,   8 321.136,   7 798.114,   7 249.512,   6 182.321,   5 034.737,   3 796.099,   2 942.486,   2 344.974,   1 590.853,856.354,0,0,0,0,0
360,         Indonesia,1980,Female,   10 810.486,   9 984.039,   9 100.179,   7 946.334,   6 730.127,   5 207.969,   4 257.819,   4 029.902,   3 719.740,   3 164.380,   2 547.821,   1 911.950,   1 520.371,   1 234.249,863.541,486.245,0,0,0,0,0
360,         Indonesia,1980,Male,   11 153.313,   10 230.250,   9 309.151,   8 167.353,   6 910.857,   5 324.732,   4 063.317,   3 768.211,   3 529.772,   3 017.942,   2 486.916,   1 884.148,   1 422.117,   1 110.725,727.31,370.109,0,0,0,0,0
360,         Indonesia,1983,Both,   22 640.046,   21 075.321,   19 452.645,   17 436.083,   15 043.095,   12 283.003,   9 353.552,   7 861.611,   7 490.164,   6 696.508,   5 527.803,   4 297.098,   3 154.993,   2 406.855,   1 738.127,992.305,0,0,0,0,0
360,         Indonesia,1983,Female,   11 140.513,   10 400.354,   9 620.755,   8 619.405,   7 427.949,   6 064.629,   4 682.502,   4 062.033,   3 871.363,   3 443.801,   2 834.183,   2 183.272,   1 618.630,   1 271.960,939.128,557.64,0,0,0,0,0
360,         Indonesia,1983,Male,   11 499.352,   10 674.825,   9 831.780,   8 816.575,   7 615.051,   6 218.294,   4 671.052,   3 799.701,   3 618.920,   3 252.795,   2 693.684,   2 113.857,   1 536.401,   1 134.959,799.067,434.725,0,0,0,0,0
360,         Indonesia,1986,Both,   22 907.084,   21 757.726,   20 346.965,   18 631.479,   16 342.995,   13 925.694,   10 881.675,   8 393.464,   7 598.205,   7 072.823,   6 024.454,   4 825.218,   3 529.435,   2 540.733,   1 839.987,   1 113.137,0,0,0,0,0
360,         Indonesia,1986,Female,   11 249.784,   10 709.936,   10 041.873,   9 208.312,   8 067.448,   6 877.976,   5 371.686,   4 270.294,   3 934.913,   3 649.345,   3 108.954,   2 477.160,   1 808.498,   1 337.610,994.932,622.428,0,0,0,0,0
360,         Indonesia,1986,Male,   11 657.310,   11 047.799,   10 305.096,   9 423.172,   8 275.552,   7 047.720,   5 509.993,   4 123.168,   3 663.285,   3 423.472,   2 915.494,   2 348.056,   1 720.937,   1 203.120,845.051,490.706,0,0,0,0,0
360,         Indonesia,1989,Both,   22 413.764,   22 374.593,   21 147.415,   19 620.555,   17 654.302,   15 237.429,   12 651.515,   9 621.949,   7 739.274,   7 268.959,   6 511.091,   5 288.923,   4 026.497,   2 777.160,   1 906.467,   1 218.566,0,0,0,0,0
360,         Indonesia,1989,Female,   10 966.876,   10 972.873,   10 392.402,   9 666.889,   8 706.773,   7 505.774,   6 234.916,   4 773.366,   3 980.325,   3 762.820,   3 359.347,   2 737.597,   2 077.486,   1 447.619,   1 031.910,678.32,0,0,0,0,0
360,         Indonesia,1989,Male,   11 447.103,   11 401.906,   10 755.166,   9 953.782,   8 947.623,   7 731.746,   6 416.670,   4 848.602,   3 758.809,   3 505.980,   3 151.614,   2 551.213,   1 948.931,   1 329.470,874.468,540.169,0,0,0,0,0
360,         Indonesia,1992,Both,   21 964.595,   22 510.586,   21 882.805,   20 457.973,   18 745.230,   16 539.848,   14 146.994,   11 236.921,   8 510.340,   7 344.917,   6 804.023,   5 763.840,   4 478.993,   3 148.145,   2 046.924,   1 282.491,649.831,209.059,37.633,4.759,0.179
360,         Indonesia,1992,Female,   10 753.903,   11 046.016,   10 756.034,   10 082.468,   9 264.167,   8 172.711,   6 987.433,   5 543.551,   4 296.392,   3 809.869,   3 532.688,   3 000.547,   2 339.077,   1 648.567,   1 101.138,716.817,375.498,126.246,23.781,3.053,0.12
360,         Indonesia,1992,Male,   11 210.814,   11 464.678,   11 126.867,   10 375.577,   9 481.112,   8 367.182,   7 159.601,   5 693.404,   4 213.914,   3 534.953,   3 271.246,   2 763.213,   2 139.847,   1 499.526,945.735,565.626,274.3,82.797,13.848,1.706,0.059
360,         Indonesia,1995,Both,   21 890.868,   22 010.249,   22 395.035,   21 227.998,   19 615.154,   17 744.583,   15 391.279,   12 925.974,   9 864.874,   7 646.166,   6 960.136,   6 184.990,   4 918.778,   3 596.630,   2 285.112,   1 350.454,697.631,212.249,36.166,3.325,0.198
360,         Indonesia,1995,Female,   10 748.478,   10 826.299,   11 031.780,   10 479.132,   9 717.946,   8 813.545,   7 633.203,   6 410.445,   4 900.774,   3 938.839,   3 638.319,   3 235.317,   2 597.579,   1 908.266,   1 229.414,759.558,408.885,128.895,23.226,2.194,0.134
360,         Indonesia,1995,Male,   11 142.389,   11 183.950,   11 363.256,   10 748.866,   9 897.207,   8 931.038,   7 758.076,   6 515.529,   4 964.099,   3 707.327,   3 321.817,   2 949.675,   2 321.197,   1 688.365,   1 055.697,590.896,288.747,83.353,12.94,1.131,0.064
360,         Indonesia,1998,Both,   21 544.138,   21 774.024,   22 176.398,   21 966.171,   20 424.361,   18 722.448,   16 669.955,   14 277.709,   11 532.596,   8 612.792,   7 019.732,   6 400.620,   5 359.509,   3 989.636,   2 643.560,   1 505.742,758.125,274.007,56.358,7.446,0.217
360,         Indonesia,1998,Female,   10 603.402,   10 712.869,   10 921.785,   10 833.947,   10 105.138,   9 299.184,   8 282.195,   7 079.893,   5 712.581,   4 326.594,   3 653.113,   3 358.188,   2 839.054,   2 150.218,   1 445.482,854.778,451.268,164.232,35.377,4.871,0.146
360,         Indonesia,1998,Male,   10 940.569,   11 060.982,   11 254.447,   11 132.076,   10 319.118,   9 423.203,   8 387.708,   7 197.761,   5 819.962,   4 286.220,   3 366.767,   3 042.593,   2 520.616,   1 839.574,   1 198.203,651.067,306.93,109.8,20.989,2.579,0.071
360,         Indonesia,2001,Both,   21 510.112,   21 877.872,   21 960.872,   22 084.393,   21 172.719,   19 570.511,   17 752.195,   15 491.042,   12 992.308,   10 045.753,   7 657.228,   6 540.686,   5 622.097,   4 344.235,   2 957.254,   1 722.461,846.908,291.962,59.665,5.979,0.25
360,         Indonesia,2001,Female,   10 575.119,   10 753.885,   10 805.866,   10 896.776,   10 467.527,   9 705.833,   8 816.537,   7 680.484,   6 440.206,   4 984.809,   3 896.526,   3 410.910,   2 966.917,   2 347.837,   1 633.702,983.752,515.876,180.877,37.575,3.98,0.169
360,         Indonesia,2001,Male,   10 934.966,   11 123.960,   11 154.978,   11 187.596,   10 705.172,   9 864.668,   8 935.650,   7 810.548,   6 552.093,   5 060.939,   3 760.716,   3 129.801,   2 655.208,   1 996.427,   1 323.578,738.729,331.048,111.093,22.09,2,0.081
360,         Indonesia,2004,Both,   22 387.338,   22 521.197,   22 458.559,   21 960.507,   21 098.532,   20 356.491,   18 517.354,   16 518.844,   14 078.829,   11 256.724,   8 845.906,   7 108.297,   5 743.365,   4 478.770,   3 125.019,   1 810.082,945.493,320.694,72.298,10.044,0.306
360,         Indonesia,2004,Female,   10 948.156,   11 051.136,   11 016.854,   10 834.570,   10 490.578,   10 118.574,   9 193.255,   8 180.240,   6 976.669,   5 600.039,   4 440.366,   3 604.057,   3 011.490,   2 390.468,   1 731.136,   1 033.276,564.53,205.558,45.095,6.592,0.209
360,         Indonesia,2004,Male,   11 439.093,   11 469.988,   11 441.630,   11 125.889,   10 607.945,   10 237.905,   9 324.083,   8 338.580,   7 102.142,   5 656.681,   4 405.553,   3 504.268,   2 731.937,   2 088.370,   1 393.958,776.862,381.004,115.143,27.216,3.453,0.097
360,         Indonesia,2007,Both,   23 122.406,   22 918.302,   22 619.269,   22 202.113,   21 465.613,   20 672.896,   19 403.147,   17 579.777,   15 356.145,   12 740.807,   9 960.010,   7 634.025,   5 961.644,   4 627.067,   3 254.070,   1 972.324,   1 021.470,383.17,83.305,11.199,0.382
360,         Indonesia,2007,Female,   11 269.358,   11 181.512,   11 063.328,   10 902.738,   10 666.939,   10 315.858,   9 639.436,   8 708.196,   7 619.837,   6 323.073,   4 909.949,   3 817.574,   3 078.407,   2 465.321,   1 795.048,   1 120.856,603.067,241.249,55.331,7.29,0.261
360,         Indonesia,2007,Male,   11 853.120,   11 736.857,   11 555.996,   11 299.418,   10 798.675,   10 357.025,   9 763.711,   8 871.592,   7 736.313,   6 417.738,   5 050.073,   3 816.443,   2 883.201,   2 161.692,   1 458.964,851.42,418.371,141.898,27.971,3.911,0.121
360,         Indonesia,2010,Both,   23 793.078,   23 767.593,   22 692.892,   22 171.388,   21 572.866,   21 366.368,   19 862.339,   18 560.196,   16 601.439,   14 114.728,   11 665.351,   8 521.309,   6 072.880,   4 695.316,   3 470.425,   1 975.507,   1 149.528,383.833,78.149,8.467,0.471
360,         Indonesia,2010,Female,   11 647.538,   11 529.130,   11 015.351,   10 862.787,   10 638.383,   10 709.544,   9 900.293,   9 194.135,   8 238.998,   7 047.500,   5 749.841,   4 071.793,   3 136.932,   2 466.969,   1 933.180,   1 135.822,665.673,242.685,53.149,5.753,0.322
360,         Indonesia,2010,Male,   12 145.542,   12 238.463,   11 677.540,   11 308.601,   10 934.482,   10 656.825,   9 962.047,   9 366.061,   8 362.440,   7 067.228,   5 915.511,   4 449.514,   2 935.947,   2 228.347,   1 537.245,839.685,483.854,141.149,25,2.714,0.149
360,         Indonesia,2013,Both,   24 249.408,   23 830.212,   23 327.409,   22 293.421,   21 721.066,   21 344.801,   20 685.327,   19 153.552,   17 650.077,   15 371.299,   12 845.545,   10 043.471,   6 964.835,   4 922.261,   3 632.028,   2 266.747,   1 104.538,498.916,109.682,17.103,0.565
360,         Indonesia,2013,Female,   11 881.862,   11 614.356,   11 300.297,   10 858.870,   10 670.946,   10 603.562,   10 370.261,   9 520.121,   8 747.947,   7 666.112,   6 427.162,   4 918.349,   3 441.191,   2 629.676,   1 986.247,   1 315.147,653.403,299.493,73.572,11.797,0.387
360,         Indonesia,2013,Male,   12 367.646,   12 215.997,   12 027.299,   11 434.691,   11 050.192,   10 741.226,   10 314.989,   9 633.417,   8 902.133,   7 705.157,   6 418.346,   5 125.165,   3 523.652,   2 292.454,   1 645.650,951.466,451.059,199.354,36.124,5.312,0.178
360,         Indonesia,2016,Both,   24 821.988,   23 681.037,   23 702.122,   22 667.080,   21 902.515,   21 247.192,   21 106.703,   19 785.067,   18 427.384,   16 535.384,   13 989.251,   11 442.804,   8 224.762,   5 484.754,   3 807.014,   2 485.794,   1 185.999,483.068,121.542,13.327,0.669
360,         Indonesia,2016,Female,   12 127.095,   11 613.817,   11 517.757,   10 998.218,   10 728.910,   10 473.080,   10 575.101,   9 894.451,   9 154.130,   8 229.212,   7 033.486,   5 743.297,   4 028.654,   2 882.205,   2 084.985,   1 439.689,718.072,297.051,79.077,9.418,0.467
360,         Indonesia,2016,Male,   12 694.850,   12 067.188,   12 184.309,   11 668.802,   11 173.572,   10 774.094,   10 531.623,   9 890.633,   9 273.255,   8 306.175,   6 955.786,   5 699.520,   4 196.096,   2 602.584,   1 722.072,   1 046.151,467.957,186.032,42.458,3.923,0.202
360,         Indonesia,2019,Both,   24 056.206,   24 313.414,   23 542.040,   23 377.069,   22 087.357,   21 486.425,   20 977.871,   20 608.993,   18 995.132,   17 521.009,   15 248.666,   12 532.569,   9 699.415,   6 402.301,   4 076.062,   2 608.864,   1 371.180,465.816,144.633,20.667,0.793
360,         Indonesia,2019,Female,   11 761.490,   11 910.931,   11 514.395,   11 335.866,   10 753.925,   10 567.389,   10 399.716,   10 358.586,   9 478.093,   8 717.106,   7 645.692,   6 359.956,   4 896.713,   3 226.810,   2 268.166,   1 488.654,839.388,293.447,91.543,14.248,0.567
360,         Indonesia,2019,Male,   12 294.732,   12 402.494,   12 027.657,   12 041.223,   11 333.449,   10 919.045,   10 578.157,   10 250.398,   9 517.037,   8 803.902,   7 602.969,   6 172.605,   4 802.696,   3 175.487,   1 807.877,   1 120.196,531.78,172.362,53.078,6.432,0.225
418,         Lao,1950,Both,274.746,216.342,189.55,168.265,153.628,136.631,120.219,103.483,85.709,71.803,55.468,42.089,29.022,18.112,11.371,4.371,0,0,0,0,0
418,         Lao,1950,Female,141.64,110.571,95.261,84.131,77.572,69.324,61.288,53.003,44.102,36.946,28.542,21.658,14.933,8.917,5.096,0.794,0,0,0,0,0
418,         Lao,1950,Male,133.102,105.768,94.285,84.134,76.053,67.306,58.93,50.48,41.605,34.855,26.926,20.432,14.088,9.194,6.275,3.577,0,0,0,0,0
418,         Lao,1953,Both,305.714,237.627,200.704,176.913,157.861,142.729,125.718,109.383,92.089,75.942,61.281,45.765,32.742,20.593,11.982,6.068,0,0,0,0,0
418,         Lao,1953,Female,153.789,122.688,101.876,88.611,79.302,72.412,64.045,56.066,47.544,39.425,31.858,23.834,17.105,10.662,5.861,2.419,0,0,0,0,0
418,         Lao,1953,Male,151.923,114.941,98.828,88.3,78.559,70.319,61.675,53.318,44.546,36.518,29.424,21.93,15.637,9.933,6.12,3.648,0,0,0,0,0
418,         Lao,1956,Both,329.94,260.833,216.406,187.906,164.456,148.33,131.767,115.215,98.72,81.055,66.585,50.466,36.448,23.66,13.24,6.908,0,0,0,0,0
418,         Lao,1956,Female,163.173,134.499,111.099,94.7,82.313,74.962,67.011,58.954,50.95,42.251,34.895,26.549,19.245,12.579,6.859,3.355,0,0,0,0,0
418,         Lao,1956,Male,166.757,126.336,105.306,93.203,82.141,73.366,64.756,56.26,47.77,38.805,31.692,23.918,17.203,11.081,6.382,3.554,0,0,0,0,0
418,         Lao,1959,Both,346.137,288.426,237.997,200.552,174.603,153.248,138.225,121.063,104.634,87.77,70.666,56.134,39.955,26.869,15.337,7.327,0,0,0,0,0
418,         Lao,1959,Female,171.788,145.03,123.21,101.985,87.544,76.882,70.133,61.764,53.891,45.741,37.237,29.749,21.303,14.429,8.278,3.792,0,0,0,0,0
418,         Lao,1959,Male,174.346,143.394,114.785,98.565,87.058,76.365,68.09,59.298,50.743,42.031,33.428,26.386,18.653,12.44,7.06,3.536,0,0,0,0,0
418,         Lao,1962,Both,366.53,311.736,262.793,217.863,185.562,160.977,143.22,127.146,110.247,93.758,76.086,60.345,44.473,29.759,17.689,8.5,0,0,0,0,0
418,         Lao,1962,Female,182.763,154.531,134.054,112.18,93.723,80.599,72.245,64.75,56.642,48.791,40.157,32.187,23.897,16.128,9.695,4.627,0,0,0,0,0
418,         Lao,1962,Male,183.77,157.205,128.738,105.68,91.839,80.378,70.975,62.395,53.605,44.966,35.927,28.157,20.576,13.63,7.991,3.872,0,0,0,0,0
418,         Lao,1965,Both,393.287,326.771,289.206,240.516,199.468,171.511,148.862,133.288,116.11,99.507,82.532,64.609,49.385,33.017,20.058,9.767,0,0,0,0,0
418,         Lao,1965,Female,194.953,162.602,144.304,124.176,101.858,86.284,74.684,67.691,59.511,51.682,43.54,34.625,26.743,18.081,11.123,5.504,0,0,0,0,0
418,         Lao,1965,Male,198.335,164.169,144.902,116.338,97.61,85.227,74.176,65.596,56.599,47.824,38.991,29.984,22.643,14.937,8.933,4.261,0,0,0,0,0
418,         Lao,1968,Both,425.144,350.653,307.136,265.954,217.596,182.284,157.229,137.637,121.943,104.622,87.721,69.83,52.578,36.944,22.167,11.466,0,0,0,0,0
418,         Lao,1968,Female,210.298,174.287,152.687,134.348,112.551,92.5,78.92,69.457,62.419,54.198,46.192,37.427,28.628,20.354,12.379,6.503,0,0,0,0,0
418,         Lao,1968,Male,214.842,176.364,154.451,131.602,105.047,89.784,78.308,68.178,59.523,50.426,41.531,32.403,23.95,16.591,9.787,4.963,0,0,0,0,0
418,         Lao,1971,Both,463.729,378.099,327.332,290.104,241.749,198.068,168.294,144.607,127.874,110.756,93.406,75.742,56.987,40.716,24.995,12.974,0,0,0,0,0
418,         Lao,1971,Female,229.232,187.472,162.738,144.21,124.201,101.67,84.964,72.659,65.133,57.204,49.027,40.517,31.088,22.569,14.068,7.431,0,0,0,0,0
418,         Lao,1971,Male,234.498,190.627,164.59,145.893,117.548,96.398,83.33,71.947,62.742,53.552,44.379,35.223,25.899,18.148,10.928,5.543,0,0,0,0,0
418,         Lao,1974,Both,507.09,412.181,352.765,308.777,268.575,218.699,180.747,154.644,133.157,117.18,99.05,81.099,62.404,43.81,28.258,14.487,0,0,0,0,0
418,         Lao,1974,Female,250.388,204,175.017,153.451,134.615,113.307,92.105,77.853,67.333,60.368,51.806,43.256,34.006,24.389,15.997,8.36,0,0,0,0,0
418,         Lao,1974,Male,256.7,208.179,177.746,155.325,133.961,105.393,88.642,76.791,65.824,56.813,47.244,37.843,28.399,19.421,12.26,6.127,0,0,0,0,0
418,         Lao,1977,Both,541.438,445.003,375.117,318.881,272.467,224.511,182.222,156.845,137.298,121.115,104.313,85.64,66.888,47.564,30.619,16.554,0,0,0,0,0
418,         Lao,1977,Female,266.975,219.873,185.752,158.304,135.276,114.679,94.263,79.588,69.282,61.997,54.402,45.509,36.35,26.472,17.413,9.596,0,0,0,0,0
418,         Lao,1977,Male,274.462,225.129,189.365,160.577,137.19,109.834,87.958,77.258,68.016,59.119,49.91,40.13,30.537,21.091,13.206,6.958,0,0,0,0,0
418,         Lao,1980,Both,564.859,478.656,404.439,340.28,275.753,224.292,175.448,148.102,137.064,122.909,109.993,90.983,71.718,52.121,33.22,18.345,0,0,0,0,0
418,         Lao,1980,Female,278.158,236.073,199.879,168.508,136.943,111.878,91.442,76.208,69.458,62.51,57.129,48.162,38.844,28.974,18.97,10.727,0,0,0,0,0
418,         Lao,1980,Male,286.702,242.583,204.56,171.773,138.809,112.416,84.005,71.894,67.606,60.398,52.865,42.822,32.875,23.147,14.25,7.618,0,0,0,0,0
418,         Lao,1983,Both,600.228,512.823,441.178,369.497,303.295,243.302,194.215,154.56,137.019,126.209,111.911,95.987,75.531,55.664,36.299,19.998,0,0,0,0,0
418,         Lao,1983,Female,295.518,252.621,217.691,182.716,150.407,120.831,98.478,80.877,70.145,64.181,57.707,50.664,40.746,30.829,20.677,11.709,0,0,0,0,0
418,         Lao,1983,Male,304.707,260.201,223.487,186.782,152.886,122.471,95.738,73.682,66.874,62.03,54.205,45.322,34.788,24.835,15.624,8.289,0,0,0,0,0
418,         Lao,1986,Both,658.752,547.613,480.931,407.93,338.161,270.435,217.458,169.778,141.034,129.316,115.403,100.844,80.932,59.992,39.886,22.076,0,0,0,0,0
